text,label_sentiment
משב קריר ומרענן של שפיות ויושר .... תודה,0,negative
" גם אנחנו , אדוני הנשיא הנבחר , היישרנו מבט של תקווה . תקווה שהממשלה שקיבלה מנדט לשמור עלינו ועל מדינתנו תעשה זאת . אך נכזבנו . גם אנחנו ... ",1,positive
יישר כח נשיאנו היקר.היכן בעולם יורד הנשיא אל העם כי נשיאנו הוא העם .,0,negative
כולי כבוד והערכה לך..אין לי ספק שיש אנשים מקסימים בכל מקום אף תגובה פה משני הצדדים משקפת את שתי החברות כמו שיש מיעוט קיצוני משני הצדדים יש הרבה מאוד אנשים שפויים ולוגים..ובבקשה לא צריך תגובות לא מכובדות משני הצדדים הרגשה והזדהות עם אנשים שנהרגים חפים מפשע לא נקראת הזדהות בוגדת עם הואיב ונגד המדינה ..,1,positive
עצוב עצוב כל כך תודה על השיתוף והרגישות,0,negative
ששלושת הנערים הקדושים נרצחו . מדינת ישראל התעוררה והצבא החל לפעול ברצועה . שדניאל נהרג שינתה מדינת ישראל את אופן הטיפול ברצועה . מדוע חפים מפשע צריכים לשלם בחייהם עד שמנהיגנו יתעוררו . מדוע לא פועלים שעה לפני ?,0,negative
הלב כואב . ליבי איתכם .,0,negative
" ב""ה בוקר טוב ושמח בוקר מאיר ומואר בהצלחה רבה ... ",0,negative
לו יהי ... והאמת זה צריך להתחיל שם בכנסת ....,0,negative
כל הכבוד לנשיא מדינת ישראל . הנשיא של כו-לם,0,negative
בשעה טובה משמיעה את קולו,0,negative
אוהבת אותך רובי.שתזכה לשמחות .,0,negative
עצוב,0,negative
אני לא מבינה מה כל כך מסעיר את הסיפור הזה . הם זוג שהיו 5 שנים ביחד אפילו היא אתאסלמה ביגלל אהבתם . מי אנחנו שנתערב בחיים שלהם . כל אחד שיסתכל על עצמו לפני שפותח את הפה שלו,1,positive
" מה הבעיה עם דגל פלסטין לפי מיטב ידיעתי להצטלם עם דגל פלסטין כבר מזמן לא עבירה על החוק במדינת ישראל . יהודים בגולה מצטלמים השקם וערב עם דגל ישראל ולא חס וחלילה שיש לי בעיה עם זה אדרבא , אבל דחילקום צאו כבר מהקופסא שאתם נמצאים בא פלסטין תקראו לה מדינה , אוטונומיה , מה שבא לכם אבל דבר אחד בטוח זה דבר מוגמר והעולם כולל ישראל מכירים בא שהיא קיימת , אז מה אתם רוצים מאזרחים שמזדהים עם העם שלהם שהפך ללגיטימי בכל העולם . וזה לא עושה אותנו לפחות ישראלים , די כבר תתעוררו דרך השנאה העיוורת מובילה לאבדון לנו ולכם . ",1,positive
איזה עולם קטן ! אח של אחד מהחטופים לומד איתי בישיבה ! קשה להתמודד עם זה ) :,0,negative
שכחת לציין כבוד הנשיא - אך לא בבית ספרנו . אסור למדינת ישראל לתת יד להתבוללות . ובודאי לא לעודד . אולי הפעם היתה עדיפה השתיקה מצד כבודו .,1,positive
נשיא שמשחק כדורגל עוד לא היה לנו . שבת שלום כבוד הנשיא ראובן ריבלין,0,negative
סבא לבבי זה בטוח,0,negative
תודה לך אדוני הנשיא !,0,negative
כל שונאי ישראל התעוררו ... שמחתם על שלושת הנערים ... שמחתם על החיילים שלנו .... נקווה שעזה תמחק ..... ולא תיהיה יותר בעיה בשם עזה ... גוש קטיף יחזור בקרוב .,1,positive
בהצלחה !,0,negative
נשיא של כולם צבר אמיתי ואהוב,0,negative
כבוד הנשיא ...! חמלה ?? באמת ? על זה בנית ? בשפה שלהם לא מופיע הביטוי הזה . בשפה שלהם אין מקום לחמלה . ועכשיו תורנו ״ עין תחת עין שן תחת שן ״ .,1,positive
" אל תשכח אדני הנשיא שהמשכורת שלך יכולה לממן עדין מאות ילדים נזקקים שהולכים להיות ברחובות כל הקיץ ולעשות שטויות . בגלל שאין להם כסף . במקום ללכת לפעילויות חינוכיות . אבל לך יש משכורת של 60,000 ש ״ ח בחודש מיותרים על מוסד מיותר . שבת שלום כבוד נשיא המדינה . ",0,negative
" כרונולוגיה של התאהבות בין יהודיה לערבי . 1 . מפרגן כמה שאת יפה .. 2 . קונה לך בלאפון . 3 . מממן לך את החזקת הבלאפון 4 . מממן לך סיגריות חופשי .. 5 . שם לך טבעת ... 6 . כאפה ראשונה 7 . שם לך טבעת חנק 8 . כאפה שניה .. שלישית ... רביעית 9 . הלך הבאלפון ... 10 . מנחית לך אגרוף ... שובר שתי שיניים 11 . פנס בעין ימין ... וכדי שלא תרגיש מקופחת ... גם בעין שמאל ... 12 . חילוץ נועז על ידי  "" יד לאחים "" "" מהכפר הערבי באישון לילה ... ללא הילדים שנשארו בשבי . 13 . מגורים בדירת מסתור כל ימי חייך מחשש לנקמה .... ועכשיו נראה מי מסוגלת לומר .... אבל אני אוהבת אותו ... """,1,positive
אוהבים את הנשיא !!!,0,negative
בהצלחה אוהבים אוחך,0,negative
" מסכנה הילדה מורל , עזבה את דתה , מקור מים חיים , והלכה לחצוב בבארות ריקים מלאים נחשים ועקרבים . ואין מי שיציל אותה מידם , זה מה שקורה , כאשר הורים מתגרשים , אין מי שישמור על הצאן , אז באים הזאבים הטורפים , שטורפים את הצאן , ואז בה ריבלין והשרה גרמן באה לאחל להם בתאבון.ואין מי שייציל אותה מידם.מחוקי השריעה של האסלאם . https://www.facebook.com/eitan.cabel/photos/a.599179510139317.1073741829.174411199282819/733893560001244/?type=1",1,positive
אז אתה בא ? https://www.facebook.com/events/1539984016223725/,2,
מר ריבלין ממלכתי והראוי ביותר לכהונת נשיאנו,0,negative
" החיים הפרטיים של אנשים זה לא עיניינו של אף אחד ! , זאת בחירה שלה והיא זאת שתצטרך להתמודד איתה בהמשך חייה !! , תרדו מן הנושא הזה זה כבר ניטחן בלי סוף ! , התבוללות קיימת בכל העולם ולא שמעתי אותכם מתלוננים על מה שקורה בארה ׳ ב צרפת וכדומה , , , ",0,negative
בושה של נשיא !,1,positive
" אתה הנשיא שלי , רובי ! ",0,negative
מה הקשר לשמאלני ? כי הוא חושב שלא צריך להפגין מול שני אנשים פרטיים שבחרו להתחתן ? מי אתה שתקבע להם בכלל ?!,0,negative
" שבת שלום כולי תקווה כי בשבוע הבא תהיה נשיא מדינת ישראל , מגיע לך שבת שלום ",0,negative
לעודד התבוללות ? משה קצב יותר מכובד ממך אחרי האמירה הלקקנית שלך .,1,positive
" לכל אלה שמוחים ולא מוצא חן בעיניהן הקיום של ערבים במדינה . זה מה שנקרא שנאת חינם . אני המקור שלי בארץ הזאת כל אבותינו נלדו כאן . אני אבא שלי וסבא ... , כלנו נולדנו כאן . אם יש למישהו בעיה עם זה שיפתור אותה אני בדרך ! שהוא רוצה . כואב לי הלב על שנאת חינם . אתם לא עושים טובה כשאנו נמצאים על אדמתנו וארצנו זאת זכותנו להיות על אדמתנו . תגידו מה שתגידו . כאן יש לנו שורשים וכאן נשאר וכאן נחיה ועל האדמה הזאת נמות . ",0,negative
בהצלחה הנשיא !,0,negative
" כל הכבוד לנשיא ריבלין ! לפני 25 שנים פרץ מי שנעשה אח ״ כ נשיא המדינה , אז עדיין שר החינוך , בצעקות , כשנשאל על ידי איזי אברהמי ( ז ״ ל ) בראיון לסרט דוקומנטרי , מה יחסו לנישואים מעורבים ביו יהודים וערבים : ״ לא ! לא ! כל עם לעצמו , מתוך כבוד הדדי ..! ״",1,positive
בהצלחה : - ),0,negative
אתה הסבא של כולנו .. מעריכים ואוהבים אותך הנשיא ריבלין : - ),0,negative
סוף סוף יושב בבית הזה ברחוב הנשיא יהודי מזן אחר ואולי אם יותר יהדות .,0,negative
חזק ואמץ אדוני הנשיא,0,negative
לזכותו של נשיאינו יאמר שעזב את מועדון הגיזענים ביתר ירושלים בשל הגזענות ..,1,positive
רובי בהצלחה לך לתפקיד הנשיא יחי יחי יחי נשיא המדינה מגיע לך להיות נשיא אני כשמולני מצדיע לך ביושר שלך,0,negative
" אבי כהן וכל אלה שמדברים כמוך , אתם ממש לא יהודים , אתם הולכים נגד העקרונות של היהדות עם דבורכם פונדמנטליסטי תתביישו ! ",0,negative
חבל,0,negative
את אתה יכול לפרגן למרק אברהם מהדפוס ומבית הכנסת עולי הגרדום עבר את גיל 100 והוא כל הזמן מדבר עליך,0,negative
" ישר כוח כבוד הנשיא . אכן , דוגמה לכל עם ישראל ",0,negative
גאי לך תלמד קרב מגה אולי יחזור לך הביטחון ביהדותך .,2,
